gpu_count,depth,hidden_dim,batch_size,chunks,forward_time_s,backward_time_s,total_step_time_s,throughput_samples_per_s,max_memory_gb,loss
2,8,128,8,1,0.0032508373260498047,0.0003113746643066406,0.0035622119903564453,2245.7955960109766,0.017841815948486328,2.3255257606506348
2,8,128,8,2,0.0025496482849121094,0.003363370895385742,0.0059130191802978516,1352.9467360187089,0.018330097198486328,2.310037612915039
2,8,128,8,4,0.004042625427246094,0.006360292434692383,0.010402917861938477,769.0150115738088,0.018328189849853516,2.2897849082946777
2,8,128,32,1,0.001409292221069336,0.0018448829650878906,0.0032541751861572266,9833.520990548757,0.018368244171142578,2.297248601913452
2,8,128,32,2,0.0023174285888671875,0.0034012794494628906,0.005718708038330078,5595.669473859752,0.018352985382080078,2.30292010307312
2,8,128,32,4,0.00402069091796875,0.006334543228149414,0.010355234146118164,3090.224667879262,0.018345355987548828,2.2923262119293213
2,8,256,8,1,0.0013225078582763672,0.0019762516021728516,0.0032987594604492188,2425.1540907776816,0.020790576934814453,2.3026480674743652
2,8,256,8,2,0.002398967742919922,0.003475189208984375,0.005874156951904297,1361.8975566198555,0.022007465362548828,2.291236162185669
2,8,256,8,4,0.004166126251220703,0.006173372268676758,0.010339498519897461,773.7319159729749,0.022003650665283203,2.2961530685424805
2,8,256,32,1,0.0014510154724121094,0.0019087791442871094,0.0033597946166992188,9524.391711609424,0.022072315216064453,2.28829026222229
2,8,256,32,2,0.0022597312927246094,0.0036416053771972656,0.005901336669921875,5422.500323206205,0.022041797637939453,2.2858355045318604
2,8,256,32,4,0.004056215286254883,0.006318330764770508,0.01037454605102539,3084.4723077630188,0.022026538848876953,2.297837972640991
2,16,128,8,1,0.0015549659729003906,0.0028984546661376953,0.004453420639038086,1796.3719685207986,0.020542621612548828,2.290985584259033
2,16,128,8,2,0.002694368362426758,0.005030155181884766,0.0077245235443115234,1035.6625821784623,0.019806385040283203,2.3220291137695312
2,16,128,8,4,0.00483250617980957,0.009230613708496094,0.014063119888305664,568.8638128337712,0.01980447769165039,2.2957510948181152
2,16,128,32,1,0.001708984375,0.0028238296508789062,0.004532814025878906,7059.632232274353,0.019844532012939453,2.29559588432312
2,16,128,32,2,0.0027055740356445312,0.005079984664916992,0.0077855587005615234,4110.173878425969,0.019829273223876953,2.3092844486236572
2,16,128,32,4,0.00475621223449707,0.009027957916259766,0.013784170150756836,2321.503554440889,0.019821643829345703,2.2894742488861084
2,16,256,8,1,0.001775503158569336,0.0027327537536621094,0.004508256912231445,1774.5217621238564,0.026051044464111328,2.2522358894348145
2,16,256,8,2,0.002783536911010742,0.005202054977416992,0.007985591888427734,1001.8042634501702,0.028744220733642578,2.274202823638916
2,16,256,8,4,0.0047643184661865234,0.009072542190551758,0.013836860656738281,578.1658281066924,0.028744220733642578,2.2737209796905518
2,16,256,32,1,0.0016362667083740234,0.002872943878173828,0.0045092105865478516,7096.585840427219,0.028755664825439453,2.28818678855896
2,16,256,32,2,0.0028197765350341797,0.005279541015625,0.00809931755065918,3950.950163374643,0.028755664825439453,2.2957396507263184
2,16,256,32,4,0.004871845245361328,0.008981704711914062,0.01385354995727539,2309.8772588028773,0.028755664825439453,2.306081533432007
2,32,128,8,1,0.0022363662719726562,0.0062847137451171875,0.008521080017089844,938.8481253497482,0.024471759796142578,2.2803683280944824
2,32,128,8,2,0.0037758350372314453,0.007738828659057617,0.011514663696289062,694.7662746397217,0.022762775421142578,2.302886486053467
2,32,128,8,4,0.006403207778930664,0.014205694198608398,0.020608901977539062,388.18176770013883,0.022762775421142578,2.2776124477386475
2,32,128,32,1,0.002150297164916992,0.004852294921875,0.007002592086791992,4569.73640665963,0.022797107696533203,2.296771287918091
2,32,128,32,2,0.0036427974700927734,0.008039236068725586,0.01168203353881836,2739.2491122086617,0.022781848907470703,2.2996814250946045
2,32,128,32,4,0.006661891937255859,0.013901472091674805,0.020563364028930664,1556.1656135143596,0.022774219512939453,2.3090109825134277
2,32,256,8,1,0.002292156219482422,0.004571199417114258,0.00686335563659668,1165.6105881126898,0.03683900833129883,2.2824370861053467
2,32,256,8,2,0.003850698471069336,0.007992982864379883,0.011843681335449219,675.465657460343,0.04246950149536133,2.3000752925872803
2,32,256,8,4,0.006416797637939453,0.014083385467529297,0.02050018310546875,390.2404168217343,0.04246950149536133,2.269646167755127
2,32,256,32,1,0.0022399425506591797,0.00470423698425293,0.006944179534912109,4608.175787955778,0.0424809455871582,2.295067310333252
2,32,256,32,2,0.003970623016357422,0.008250236511230469,0.01222085952758789,2618.473760193531,0.0424809455871582,2.296487331390381
2,32,256,32,4,0.006728410720825195,0.014184236526489258,0.020912647247314453,1530.1745217411133,0.0424809455871582,2.2976267337799072
