gpu_count,depth,hidden_dim,batch_size,chunks,INPUT_DIM,NUM_CLASSES,forward_time_s,backward_time_s,total_step_time_s,throughput_samples_per_s,max_memory_gb,loss
1,8,2048,256,1,1024,10,0.0017247200012207031,0.002737283706665039,0.00448298454284668,57104.814338137534,0.2221965789794922,2.3026444911956787
1,8,2048,256,2,1024,10,0.001722097396850586,0.0027589797973632812,0.004495382308959961,56947.32559002917,0.2221965789794922,2.3015990257263184
1,8,2048,256,4,1024,10,0.001678466796875,0.0028085708618164062,0.0045011043548583984,56874.93108745167,0.2221965789794922,2.302621841430664
1,8,2048,256,8,1024,10,0.001697540283203125,0.0027523040771484375,0.004464149475097656,57345.75005340739,0.2221965789794922,2.302095651626587
1,8,2048,256,16,1024,10,0.0016999244689941406,0.0027489662170410156,0.004462003707885742,57373.327491317126,0.2221965789794922,2.303558588027954
1,8,2048,512,1,1024,10,0.002653837203979492,0.004661083221435547,0.007328033447265625,69868.67673086934,0.22513771057128906,2.3026821613311768
1,8,2048,512,2,1024,10,0.0026776790618896484,0.00470733642578125,0.007399797439575195,69191.08315881045,0.22513771057128906,2.302328109741211
1,8,2048,512,4,1024,10,0.0026640892028808594,0.004682302474975586,0.007360219955444336,69563.13847947912,0.22513771057128906,2.3027267456054688
1,8,2048,512,8,1024,10,0.002680063247680664,0.0047376155853271484,0.007433176040649414,68880.38130673252,0.22513771057128906,2.3022475242614746
1,8,2048,512,16,1024,10,0.0026559829711914062,0.004655599594116211,0.0073282718658447266,69866.40361778963,0.22513771057128906,2.302494764328003
1,8,4096,256,1,1024,10,0.004934549331665039,0.008803606033325195,0.013751983642578125,18615.49625520111,0.8025341033935547,2.303668260574341
1,8,4096,256,2,1024,10,0.004941463470458984,0.008840084075927734,0.01379847526550293,18552.77449676026,0.8025341033935547,2.302363157272339
1,8,4096,256,4,1024,10,0.004941225051879883,0.008823156356811523,0.013778924942016602,18579.098229889434,0.8025341033935547,2.3027923107147217
1,8,4096,256,8,1024,10,0.004939556121826172,0.008829116821289062,0.013782024383544922,18574.919973705153,0.8025341033935547,2.3018529415130615
1,8,4096,256,16,1024,10,0.0049343109130859375,0.008810997009277344,0.013758659362792969,18606.463991127748,0.8025341033935547,2.3016624450683594
1,8,4096,512,1,1024,10,0.008711814880371094,0.016173839569091797,0.024899721145629883,20562.479274586593,0.8074283599853516,2.302393913269043
1,8,4096,512,2,1024,10,0.006822109222412109,0.01287531852722168,0.019710779190063477,25975.634705405635,0.8074283599853516,2.3026561737060547
1,8,4096,512,4,1024,10,0.006827354431152344,0.012869834899902344,0.019710540771484375,25975.94890652216,0.8074283599853516,2.302373170852661
1,8,4096,512,8,1024,10,0.006827354431152344,0.012889385223388672,0.019730567932128906,25949.58248344531,0.8074283599853516,2.303163528442383
1,8,4096,512,16,1024,10,0.006867170333862305,0.012935876846313477,0.019816875457763672,25836.565461151615,0.8074283599853516,2.3023123741149902
1,16,2048,256,1,1024,10,0.0029625892639160156,0.004767417907714844,0.00774383544921875,33058.55369458128,0.4723186492919922,2.301283836364746
1,16,2048,256,2,1024,10,0.002964496612548828,0.004768848419189453,0.007753610610961914,33016.87598782325,0.4723186492919922,2.3036139011383057
1,16,2048,256,4,1024,10,0.0029659271240234375,0.0047533512115478516,0.00773310661315918,33104.41880684446,0.4723186492919922,2.301861047744751
1,16,2048,256,8,1024,10,0.0029523372650146484,0.0047566890716552734,0.007723808288574219,33144.27163847389,0.4723186492919922,2.3023409843444824
1,16,2048,256,16,1024,10,0.0029571056365966797,0.004757404327392578,0.00772857666015625,33123.82230997038,0.4723186492919922,2.3029136657714844
1,16,2048,512,1,1024,10,0.0045320987701416016,0.008157014846801758,0.012704133987426758,40301.841944261985,0.47525978088378906,2.3023629188537598
1,16,2048,512,2,1024,10,0.004531383514404297,0.008166790008544922,0.012712478637695312,40275.387246811704,0.47525978088378906,2.302692413330078
1,16,2048,512,4,1024,10,0.0058171749114990234,0.010270833969116211,0.01610565185546875,31790.08242539081,0.47525978088378906,2.3029727935791016
1,16,2048,512,8,1024,10,0.005783796310424805,0.010222196578979492,0.016019582748413086,31960.882380080664,0.47525978088378906,2.303229808807373
1,16,2048,512,16,1024,10,0.005790233612060547,0.010234355926513672,0.01603865623474121,31922.873868383107,0.47525978088378906,2.303293466567993
1,16,4096,256,1,1024,10,0.008816003799438477,0.016159534454345703,0.024988174438476562,10244.846042286848,1.8027782440185547,2.303762912750244
