gpu_count,depth,hidden_dim,batch_size,chunks,forward_time_s,backward_time_s,total_step_time_s,throughput_samples_per_s,max_memory_gb,loss
4,8,128,8,1,0.00530552864074707,-7.796287536621094e-05,0.005227565765380859,1530.348992064216,0.017349720001220703,2.288597822189331
4,8,128,8,2,0.0041239261627197266,0.0049457550048828125,0.009069681167602539,882.059672458663,0.01759195327758789,2.3042471408843994
4,8,128,8,4,0.007565736770629883,0.008888483047485352,0.016454219818115234,486.19746718057206,0.017590045928955078,2.3142666816711426
4,8,128,32,1,0.002386808395385742,0.0026254653930664062,0.0050122737884521484,6384.32802169053,0.01763010025024414,2.2946395874023438
4,8,128,32,2,0.00409388542175293,0.004952907562255859,0.009046792984008789,3537.1650546844116,0.01761484146118164,2.2921767234802246
4,8,128,32,4,0.007637500762939453,0.008800268173217773,0.016437768936157227,1946.7362100224816,0.01760721206665039,2.3010199069976807
4,8,256,8,1,0.002406597137451172,0.002663135528564453,0.005069732666015625,1577.992475545523,0.01858377456665039,2.2793216705322266
4,8,256,8,2,0.004818916320800781,0.004384279251098633,0.009203195571899414,869.2632833346287,0.019066333770751953,2.2717130184173584
4,8,256,8,4,0.007470130920410156,0.009103775024414062,0.01657390594482422,482.6864606709247,0.019062519073486328,2.2697372436523438
4,8,256,32,1,0.0024378299713134766,0.002557992935180664,0.004995822906494141,6405.351150138398,0.019131183624267578,2.296407699584961
4,8,256,32,2,0.0039920806884765625,0.0052585601806640625,0.009250640869140625,3459.219793814433,0.019100666046142578,2.2919962406158447
4,8,256,32,4,0.007542848587036133,0.00883173942565918,0.016374588012695312,1954.2476412347116,0.019085407257080078,2.2988474369049072
4,16,128,8,1,0.0026330947875976562,0.0034503936767578125,0.006083488464355469,1315.0349584574385,0.018578052520751953,2.2719709873199463
4,16,128,8,2,0.004578828811645508,0.011419057846069336,0.015997886657714844,500.06605067064083,0.018330097198486328,2.284559965133667
4,16,128,8,4,0.00846719741821289,0.011060714721679688,0.019527912139892578,409.67001196493544,0.018328189849853516,2.2874128818511963
4,16,128,32,1,0.002657651901245117,0.0035829544067382812,0.0062406063079833984,5127.706895893028,0.018368244171142578,2.297318935394287
4,16,128,32,2,0.004586935043334961,0.006094217300415039,0.01068115234375,2995.9314285714286,0.018352985382080078,2.2997727394104004
4,16,128,32,4,0.00862431526184082,0.010895252227783203,0.019519567489624023,1639.3805865324719,0.018345355987548828,2.3211865425109863
4,16,256,8,1,0.0026810169219970703,0.0034329891204833984,0.006114006042480469,1308.4710653564186,0.020790576934814453,2.261650800704956
4,16,256,8,2,0.004459857940673828,0.006335258483886719,0.010795116424560547,741.0758425725518,0.022007465362548828,2.2933547496795654
4,16,256,8,4,0.00857996940612793,0.010812997817993164,0.019392967224121094,412.5206786328989,0.022003650665283203,2.2816860675811768
4,16,256,32,1,0.0027725696563720703,0.0037043094635009766,0.006476879119873047,4940.65110800265,0.022072315216064453,2.3072919845581055
4,16,256,32,2,0.004472017288208008,0.006529569625854492,0.0110015869140625,2908.6712898751734,0.022041797637939453,2.2929818630218506
4,16,256,32,4,0.008643150329589844,0.010593175888061523,0.019236326217651367,1663.51930394259,0.022026538848876953,2.2893707752227783
4,32,128,8,1,0.003278970718383789,0.004853010177612305,0.008131980895996094,983.770141902193,0.020542621612548828,2.2817914485931396
4,32,128,8,2,0.005623817443847656,0.008914947509765625,0.014538764953613281,550.2530665792063,0.019806385040283203,2.262568950653076
4,32,128,8,4,0.010511398315429688,0.01450800895690918,0.025019407272338867,319.75177960529453,0.01980447769165039,2.319674491882324
4,32,128,32,1,0.003423452377319336,0.005285978317260742,0.008709430694580078,3674.1781549411444,0.019844532012939453,2.300323963165283
4,32,128,32,2,0.0054187774658203125,0.009124517440795898,0.014543294906616211,2200.3266938802276,0.019829273223876953,2.316540479660034
4,32,128,32,4,0.010129451751708984,0.01524806022644043,0.025377511978149414,1260.9589162071006,0.019821643829345703,2.296644926071167
4,32,256,8,1,0.0031859874725341797,0.005662679672241211,0.00884866714477539,904.0909629789298,0.026051044464111328,2.306769847869873
4,32,256,8,2,0.005483150482177734,0.009015083312988281,0.014498233795166016,551.7913501068903,0.028744220733642578,2.302924871444702
4,32,256,8,4,0.010398149490356445,0.014646768569946289,0.025044918060302734,319.4260800030463,0.028744220733642578,2.280418634414673
4,32,256,32,1,0.003324747085571289,0.005413055419921875,0.008737802505493164,3662.248028595596,0.028755664825439453,2.2987332344055176
4,32,256,32,2,0.005335092544555664,0.009439945220947266,0.01477503776550293,2165.8151070662084,0.028755664825439453,2.2872400283813477
4,32,256,32,4,0.01025700569152832,0.015041112899780273,0.025298118591308594,1264.9161985901158,0.028755664825439453,2.2811033725738525
