gpu_count,depth,hidden_dim,batch_size,chunks,INPUT_DIM,NUM_CLASSES,forward_time_s,backward_time_s,total_step_time_s,throughput_samples_per_s,max_memory_gb,loss
2,16,4096,512,16,1024,10,0.01932048797607422,0.05328559875488281,0.07283496856689453,7029.590457360586,0.9996566772460938,2.3018031120300293
2,32,2048,256,1,1024,10,0.00664830207824707,0.009304523468017578,0.016140222549438477,15860.995671890925,0.5416316986083984,2.303009510040283
2,32,2048,256,2,1024,10,0.006714344024658203,0.013018369674682617,0.01998734474182129,12808.104493457231,0.5426158905029297,2.302525281906128
2,32,2048,256,4,1024,10,0.007160186767578125,0.015698909759521484,0.023059368133544922,11101.778614115263,0.5338268280029297,2.3037123680114746
2,32,2048,256,8,1024,10,0.013501405715942383,0.02575373649597168,0.039444684982299805,6490.101267506029,0.5294322967529297,2.302522897720337
2,32,2048,256,16,1024,10,0.026215314865112305,0.04919266700744629,0.07564330101013184,3384.3049758723614,0.5272350311279297,2.30238676071167
2,32,2048,512,1,1024,10,0.009963035583496094,0.016599655151367188,0.0267486572265625,19141.147746719907,0.5738601684570312,2.302076816558838
2,32,2048,512,2,1024,10,0.011307954788208008,0.02080225944519043,0.03230786323547363,15847.535204303773,0.5611724853515625,2.3026437759399414
2,32,2048,512,4,1024,10,0.010927915573120117,0.02419257164001465,0.035369157791137695,14475.888937572885,0.5435943603515625,2.3022913932800293
2,32,2048,512,8,1024,10,0.014105558395385742,0.030052661895751953,0.04439425468444824,11533.023893277767,0.5348052978515625,2.302591562271118
2,32,2048,512,16,1024,10,0.02639007568359375,0.0474698543548584,0.0740821361541748,6911.247793050402,0.5304107666015625,2.3028552532196045
2,32,4096,256,1,1024,10,0.021863937377929688,0.035984039306640625,0.05811762809753418,4404.859736711478,1.9950008392333984,2.3022289276123047
2,32,4096,256,2,1024,10,0.01922440528869629,0.03673982620239258,0.0562434196472168,4551.64358080898,2.029195785522461,2.3021130561828613
2,32,4096,256,4,1024,10,0.01949477195739746,0.046335697174072266,0.0661160945892334,3871.9770366123234,2.011617660522461,2.3025927543640137
2,32,4096,256,8,1024,10,0.014849424362182617,0.057285308837890625,0.07234334945678711,3538.680499621,2.002828598022461,2.301863670349121
2,32,4096,256,16,1024,10,0.0446624755859375,0.11789107322692871,0.1627943515777588,1572.5361323591223,1.998434066772461,2.3015947341918945
2,32,4096,512,1,1024,10,0.035391807556152344,0.06188631057739258,0.0975656509399414,5247.748516690289,2.0584793090820312,2.301731824874878
2,32,4096,512,2,1024,10,0.028983116149902344,0.06046295166015625,0.08977079391479492,5703.413968756474,2.0653305053710938,2.302870273590088
2,32,4096,512,4,1024,10,0.031408071517944336,0.06944870948791504,0.1011362075805664,5062.47972163811,2.0301742553710938,2.3024864196777344
2,32,4096,512,8,1024,10,0.030242204666137695,0.08353829383850098,0.11406111717224121,4488.821543163039,2.0125961303710938,2.3022265434265137
2,32,4096,512,16,1024,10,0.027543067932128906,0.11084675788879395,0.13860154151916504,3694.042608676207,2.0038070678710938,2.302795886993408
2,64,2048,256,1,1024,10,0.014672279357910156,0.021250009536743164,0.03619503974914551,7072.792343211714,1.0731258392333984,2.3028688430786133
2,64,2048,256,2,1024,10,0.010947227478027344,0.02273249626159668,0.03401303291320801,7526.526689144195,1.0653753280639648,2.3021886348724365
2,64,2048,256,4,1024,10,0.012209415435791016,0.027617454528808594,0.040083885192871094,6386.606457138779,1.0497479438781738,2.3021981716156006
2,64,2048,256,8,1024,10,0.021744728088378906,0.0476534366607666,0.06964802742004395,3675.6245579803167,1.0335826873779297,2.302877426147461
2,64,2048,256,16,1024,10,0.04497408866882324,0.09284400939941406,0.13810229301452637,1853.6984029155294,1.0294322967529297,2.3036980628967285
2,64,2048,512,1,1024,10,0.01983022689819336,0.033887624740600586,0.0540614128112793,9470.710685777287,1.1366043090820312,2.302168846130371
2,64,2048,512,2,1024,10,0.02069401741027832,0.03643989562988281,0.05749082565307617,8905.76877586736,1.0986061096191406,2.3026585578918457
2,64,2048,512,4,1024,10,0.021860122680664062,0.0425412654876709,0.06478476524353027,7903.092618694499,1.0673513412475586,2.302661657333374
2,64,2048,512,8,1024,10,0.021688222885131836,0.05158853530883789,0.07357621192932129,6958.770865940162,1.0517239570617676,2.302659273147583
2,64,2048,512,16,1024,10,0.03965139389038086,0.08999514579772949,0.1299910545349121,3938.732567651342,1.0345611572265625,2.3029775619506836
2,64,4096,256,1,1024,10,0.03894519805908203,0.06515026092529297,0.1044771671295166,2450.2961463593856,4.057989120483398,2.302640676498413
2,64,4096,256,2,1024,10,0.0382695198059082,0.07498025894165039,0.11358118057250977,2253.894515883911,4.060934066772461,2.3021912574768066
2,64,4096,256,4,1024,10,0.03463602066040039,0.0902245044708252,0.12522435188293457,2044.330804277753,4.11484956741333,2.3026411533355713
2,64,4096,256,8,1024,10,0.029683351516723633,0.1167764663696289,0.1467881202697754,1744.0103431361401,4.011129379272461,2.301898241043091
2,64,4096,256,16,1024,10,0.08211255073547363,0.23661231994628906,0.31905174255371094,802.3776894335675,4.002828598022461,2.3021535873413086
2,64,4096,512,1,1024,10,0.06814122200012207,0.12317848205566406,0.19173836708068848,2670.3054156320063,4.183967590332031,2.3026490211486816
2,64,4096,512,2,1024,10,0.05807685852050781,0.12383246421813965,0.18226170539855957,2809.1474228247093,4.128318786621094,2.302316188812256
2,64,4096,512,4,1024,10,0.06339740753173828,0.1415543556213379,0.20534420013427734,2493.3745373144034,4.061912536621094,2.3023934364318848
2,64,4096,512,8,1024,10,0.06081271171569824,0.17045211791992188,0.23159480094909668,2210.7577454320094,4.028709411621094,2.302435874938965
2,64,4096,512,16,1024,10,0.05520296096801758,0.22606277465820312,0.2815971374511719,1818.200300735583,4.012107849121094,2.302049160003662
2,128,2048,256,1,1024,10,0.028429508209228516,0.041210174560546875,0.07017159461975098,3648.1998362332283,2.145921230316162,2.3025898933410645
2,128,2048,256,2,1024,10,0.021436214447021484,0.04503655433654785,0.06684064865112305,3830.0047226680936,2.0902233123779297,2.303661584854126
2,128,2048,256,4,1024,10,0.019631624221801758,0.0536799430847168,0.07376432418823242,3470.51237596561,2.0579967498779297,2.30222225189209
2,128,2048,256,8,1024,10,0.0363924503326416,0.09280800819396973,0.12974214553833008,1973.1444931621638,2.0418834686279297,2.3019461631774902
2,128,2048,256,16,1024,10,0.08895349502563477,0.18402314186096191,0.2736947536468506,935.3485830068844,2.042422294616699,2.3026013374328613
2,128,2048,512,1,1024,10,0.03997516632080078,0.06804847717285156,0.10872983932495117,4708.91894238739,2.2620925903320312,2.3032584190368652
2,128,2048,512,2,1024,10,0.03857898712158203,0.07244277000427246,0.11148762702941895,4592.437866355298,2.1556549072265625,2.302241802215576
2,128,2048,512,4,1024,10,0.03560471534729004,0.08406376838684082,0.12012076377868652,4262.37716023286,2.0912017822265625,2.302415370941162
2,128,2048,512,8,1024,10,0.03509187698364258,0.10114455223083496,0.13663625717163086,3747.1752417578964,2.0589752197265625,2.3029165267944336
2,128,2048,512,16,1024,10,0.07152533531188965,0.17945075035095215,0.25139307975769043,2036.6511301484513,2.0837206840515137,2.302170753479004
2,128,4096,256,1,1024,10,0.07797694206237793,0.13161301612854004,0.2101898193359375,1217.946715063521,8.183965682983398,2.3033244609832764
2,128,4096,256,2,1024,10,0.07665205001831055,0.1517481803894043,0.22896552085876465,1118.0722714924023,8.124410629272461,2.302811861038208
2,128,4096,256,4,1024,10,0.06818127632141113,0.17954564094543457,0.24826765060424805,1031.1452151616713,8.059957504272461,2.3025736808776855
2,128,4096,256,8,1024,10,0.05908989906311035,0.23580408096313477,0.29538464546203613,866.6665784186877,8.027730941772461,2.3033103942871094
2,128,4096,256,16,1024,10,0.17770171165466309,0.47550082206726074,0.6537065505981445,391.6130253945885,8.011617660522461,2.3033804893493652
2,128,4096,512,1,1024,10,0.13708806037902832,0.24910807609558105,0.3868131637573242,1323.6364425312436,8.533778667449951,2.302591323852539
2,128,4096,512,2,1024,10,0.11665749549865723,0.2507283687591553,0.36795616149902344,1391.4701085970505,8.254295349121094,2.301987648010254
2,128,4096,512,4,1024,10,0.12952470779418945,0.29157471656799316,0.4216635227203369,1214.23830237167,8.34049129486084,2.3031506538391113
2,128,4096,512,8,1024,10,0.12491488456726074,0.35216307640075684,0.4776122570037842,1071.9992891554778,8.277012348175049,2.3028059005737305
2,128,4096,512,16,1024,10,0.11239194869995117,0.4614906311035156,0.5743622779846191,891.4234440962205,8.119754314422607,2.3028037548065186
