gpu_count,depth,hidden_dim,batch_size,chunks,forward_time_s,backward_time_s,total_step_time_s,throughput_samples_per_s,max_memory_gb,loss
1,8,128,8,1,0.00039696693420410156,0.0008268356323242188,0.0012445449829101562,6428.052107279694,0.01731395721435547,2.266963005065918
1,8,128,8,2,0.0003981590270996094,0.0008292198181152344,0.001239776611328125,6452.775384615385,0.01731395721435547,2.302766799926758
1,8,128,8,4,0.0004208087921142578,0.0008182525634765625,0.0012516975402832031,6391.320380952381,0.01731395721435547,2.300192356109619
1,8,128,32,1,0.0004372596740722656,0.0008301734924316406,0.0012803077697753906,24993.990316573556,0.01740741729736328,2.3021044731140137
1,8,128,32,2,0.0004208087921142578,0.0008502006530761719,0.001283407211303711,24933.629574586663,0.01740741729736328,2.305394411087036
1,8,128,32,4,0.00044655799865722656,0.0008270740509033203,0.0012907981872558594,24790.86220908755,0.01740741729736328,2.291057825088501
1,8,256,8,1,0.000415802001953125,0.0008323192596435547,0.0012614727020263672,6341.79398979399,0.019089698791503906,2.301115036010742
1,8,256,8,2,0.0004189014434814453,0.0008180141448974609,0.0012500286102294922,6399.853518977685,0.019089698791503906,2.2997448444366455
1,8,256,8,4,0.0004227161407470703,0.0008187294006347656,0.0012545585632324219,6376.744963892056,0.019089698791503906,2.2932021617889404
1,8,256,32,1,0.00043392181396484375,0.0008733272552490234,0.0013203620910644531,24235.77609245215,0.019124984741210938,2.297079086303711
1,8,256,32,2,0.0004572868347167969,0.0008561611175537109,0.0013260841369628906,24131.19884933477,0.019124984741210938,2.3128104209899902
1,8,256,32,4,0.0004134178161621094,0.0008423328399658203,0.0012688636779785156,25219.41525742202,0.019124984741210938,2.307760715484619
1,16,128,8,1,0.0007641315460205078,0.0014264583587646484,0.002203702926635742,3630.253380936925,0.017836570739746094,2.3025941848754883
1,16,128,8,2,0.0007882118225097656,0.001373291015625,0.002174854278564453,3678.4073668055253,0.017836570739746094,2.3205373287200928
1,16,128,8,4,0.0007755756378173828,0.0013852119445800781,0.0021736621856689453,3680.4247011078205,0.017836570739746094,2.2887656688690186
1,16,128,32,1,0.0007777214050292969,0.0014350414276123047,0.0022258758544921875,14376.363324764354,0.018021583557128906,2.2962937355041504
1,16,128,32,2,0.0007700920104980469,0.0014219284057617188,0.0022051334381103516,14511.593469564277,0.018021583557128906,2.3109138011932373
1,16,128,32,4,0.0007722377777099609,0.0014324188232421875,0.0022177696228027344,14428.910771877016,0.018021583557128906,2.3022255897521973
1,16,256,8,1,0.0007529258728027344,0.0014462471008300781,0.0022125244140625,3615.7793103448275,0.023011207580566406,2.2852888107299805
1,16,256,8,2,0.0007848739624023438,0.001416921615600586,0.002215147018432617,3611.4984393499085,0.023011207580566406,2.2971010208129883
1,16,256,8,4,0.0007472038269042969,0.001428842544555664,0.0021889209747314453,3654.768761572813,0.023011207580566406,2.2792229652404785
1,16,256,32,1,0.0008256435394287109,0.0014777183532714844,0.002316713333129883,13812.671400638057,0.023046493530273438,2.296319007873535
1,16,256,32,2,0.0007960796356201172,0.0014622211456298828,0.002279520034790039,14038.042882543667,0.023046493530273438,2.3066680431365967
1,16,256,32,4,0.0007946491241455078,0.00145721435546875,0.0022649765014648438,14128.181894736843,0.023046493530273438,2.2960362434387207
1,32,128,8,1,0.0016140937805175781,0.0025742053985595703,0.004202365875244141,1903.6895495291046,0.019702911376953125,2.2921690940856934
1,32,128,8,2,0.0014886856079101562,0.0026094913482666016,0.0041120052337646484,1945.5228155621267,0.019702911376953125,2.287196159362793
1,32,128,8,4,0.0015599727630615234,0.0026009082794189453,0.004174232482910156,1916.5199908613206,0.019702911376953125,2.30057692527771
1,32,128,32,1,0.0015060901641845703,0.0026307106018066406,0.0041501522064208984,7710.5605790773825,0.01972675323486328,2.317678928375244
1,32,128,32,2,0.0015404224395751953,0.002639293670654297,0.0041925907135009766,7632.5122547625815,0.01972675323486328,2.312159776687622
1,32,128,32,4,0.0014901161193847656,0.0026502609252929688,0.004153251647949219,7704.806429391504,0.01972675323486328,2.3122682571411133
1,32,256,8,1,0.0015435218811035156,0.0026726722717285156,0.004229545593261719,1891.4561443066516,0.030854225158691406,2.3224575519561768
1,32,256,8,2,0.001558542251586914,0.002613067626953125,0.004184722900390625,1911.7155879671832,0.030854225158691406,2.2993738651275635
1,32,256,8,4,0.0014941692352294922,0.0026433467864990234,0.004151344299316406,1927.0866069377441,0.030854225158691406,2.3038899898529053
1,32,256,32,1,0.0015451908111572266,0.0027441978454589844,0.004306793212890625,7430.1222320637735,0.030889511108398438,2.2986690998077393
1,32,256,32,2,0.0016024112701416016,0.002788543701171875,0.00440526008605957,7264.043297072036,0.030889511108398438,2.303701877593994
1,32,256,32,4,0.001544952392578125,0.0027823448181152344,0.004340410232543945,7372.5750068662455,0.030889511108398438,2.3044826984405518
