gpu_count,depth,hidden_dim,batch_size,chunks,INPUT_DIM,NUM_CLASSES,forward_time_s,backward_time_s,total_step_time_s,throughput_samples_per_s,max_memory_gb,loss
4,8,2048,256,1,1024,10,0.003180265426635742,0.0027709007263183594,0.006108522415161133,41908.661800866474,0.15167236328125,2.301882743835449
4,8,2048,256,2,1024,10,0.004508495330810547,0.004058122634887695,0.008729934692382812,29324.388901026872,0.09989166259765625,2.3023617267608643
4,8,2048,256,4,1024,10,0.008141040802001953,0.007615566253662109,0.0159451961517334,16054.99220981175,0.09793853759765625,2.302541494369507
4,8,2048,256,8,1024,10,0.016115188598632812,0.014861822128295898,0.031136512756347656,8221.858433642685,0.09696197509765625,2.3026115894317627
4,8,2048,256,16,1024,10,0.031484127044677734,0.030308246612548828,0.06196141242980957,4131.6036862458395,0.09640789031982422,2.30029296875
4,8,2048,512,1,1024,10,0.0035724639892578125,0.004845857620239258,0.008578300476074219,59685.48215675375,0.095001220703125,2.3023695945739746
4,8,2048,512,2,1024,10,0.0046880245208740234,0.004731893539428711,0.009576559066772461,53463.87950307466,0.10575103759765625,2.302318572998047
4,8,2048,512,4,1024,10,0.008103370666503906,0.0075342655181884766,0.015796422958374023,32412.401298015244,0.10184478759765625,2.3022940158843994
4,8,2048,512,8,1024,10,0.0157620906829834,0.015190601348876953,0.03112316131591797,16450.77101271641,0.09989166259765625,2.302539587020874
4,8,2048,512,16,1024,10,0.030893564224243164,0.029926061630249023,0.060982704162597656,8395.82316052858,0.09891510009765625,2.303887128829956
4,8,4096,256,1,1024,10,0.005903005599975586,0.008426427841186523,0.014488458633422852,17669.236354062105,0.28253173828125,2.302039623260498
4,8,4096,256,2,1024,10,0.005151033401489258,0.007960081100463867,0.01327204704284668,19288.659780480357,0.3401641845703125,2.3021140098571777
4,8,4096,256,4,1024,10,0.008186817169189453,0.008668661117553711,0.017015933990478516,15044.722208210733,0.3362579345703125,2.3017685413360596
4,8,4096,256,8,1024,10,0.015485763549804688,0.015146970748901367,0.030796051025390625,8312.754118667162,0.3343048095703125,2.3015902042388916
4,8,4096,256,16,1024,10,0.030498981475830078,0.03014087677001953,0.06080508232116699,4210.174383908091,0.3333282470703125,2.3030121326446533
4,8,4096,512,1,1024,10,0.009873151779174805,0.01602768898010254,0.026061296463012695,19645.991162667302,0.29815673828125,2.3024513721466064
